ESTU;REGISTRO;ID_CIS;MODE;FECHAINI;HORAINI;FECHAFIN;HORAFIN;DURACION;IDSCREEN;CCAA;PROV;MUN;TAMUNI;NACIONALIDAD;PAIS_NACIONALIDAD;SEXO;BIRTH;MES_NACIMIENTO;DECADA;URBRURAL;INTERNET;QTIME_1;QTIME_2;QTIME_3;INTERNETHH;INTERNETMM;HORA_INCIO_V;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;V31;V32;V33;V34;V35;V36;V37;V38;V39;V40;V41;V42;V43;V44;V45;V46;V47;V48;V49;V50;V51;V52;V53;V54;V55;V56;V57;V58;V59;V60;V61_1;V61_2;V61_3;V61B;V62;HORA_FIN_VISSP;UNION_1;INTPOL;LEFT_RIGHT;IDEOL_CATEG_1;IDEOL_CATEG_2;C_SATISFVIDA_24;LUGAR_NAC;PROV_NAC;PAIS_NACIMIENTO;YEAR_ARRIVAL;F_BORN;F_BORN1;M_BORN;M_BORN1;FATH_WORK;FATH_ISCO08;FATH_NAT_DEGR;MOTH_WORK;MOTH_ISCO08;MOTH_NAT_DEGR;GENDER_ID;ORIENTAC_SEXUAL;NAT_DEGR;EDUCYRS;REPETICION;EDAD_REPETICION;TIPO_COLEGIO;TIPO_COLEGIO_2;WORK_1;C_SATISFTRABAJO;WRKHRS;EMPREL;WRKSUP;NSUP;TYPORG1;ISCO08;NACE_2;MAINSTAT_M_1;MAINSTAT_M_2;MAINSTAT_M_3;MAINSTAT_M_4;MAINSTAT_M_5;MAINSTAT_M_6;MAINSTAT_M_7;MAINSTAT_M_8;MAINSTAT_M_9;MAINSTAT_M;MAINSTAT;PARTLIV;SPNAT_DEGR;SPWORK;SPWRKHRS;SPEMPREL;SPWRKSUP;SPISCO08;SPNACE_2;SPMAINST_M_1;SPMAINST_M_2;SPMAINST_M_3;SPMAINST_M_4;SPMAINST_M_5;SPMAINST_M_6;SPMAINST_M_7;SPMAINST_M_8;SPMAINST_M_9;SPMAINST_M;SPMAINST;MARITAL;NBCHLD_LS18_1;NBCHLD_LS18_2;NBCHLD_GT18_1;NBCHLD_GT18_2;CHILD_D;NAT_RELIG;ATTEND;TOPBOT;TOPBOT_PADRES;TOPBOT_HIJOS;MERIT;VOTE_LE;NAT_PRTY;NAT_ETHN_1;NAT_ETHN_2;HOMPOP_TOT;HMP_SB_1;HMP_SB_2;HMP_SB_3;HMP_SB_4;HMP_SB_5;HMP_SB_6;HMP_SB_7;HMP_SB_8;HMP_SB_9;HMP_SB_10;HMP_GD_1;HMP_GD_2;HMP_GD_3;HMP_GD_4;HMP_GD_5;HMP_GD_6;HMP_GD_7;HMP_GD_8;HMP_GD_9;HMP_GD_10;HMP_YR_1;HMP_YR_2;HMP_YR_3;HMP_YR_4;HMP_YR_5;HMP_YR_6;HMP_YR_7;HMP_YR_8;HMP_YR_9;HMP_YR_10;NAT_INC;NAT_RINC;DIFICULT_ECO;HORA_FINC;ENC1;ENC2;ENC2A_1;ENC2A_2;ENC3;ENC3A_CAWI_1;ENC3A_CAWI_2;ENC3A_CAWI_3;ENC3A_CAWI_4;ENC3A_CAWI_5;ENC3A_CAWI_96;ENC3A_CAWI_99;ENC3A_PAPEL_1;ENC3A_PAPEL_2;ENC3A_PAPEL_3;ENC3A_PAPEL_4;ENC3A_PAPEL_5;ENC3A_PAPEL_96;ENC3A_PAPEL_99;ENC4;ENC5;IA_E1_DIA;IA_E1_MES;IA_E1_ANYO;IA_E2;IA_E3;IA_E4;IA_VALIDA;IA_APLAZADA;IA_MODIFICADA;IA_SUPERVISADA;IA_C2;IA_C2A;IA_C3;IA_C4;GRABADOR;PARTIALS;EDAD;INTERNETOT;COB_SANITARIA;FATH_OCUPAISCO08;MOTH_OCUPAISCO08;ESTUDIOS;OCUPAISCO08;RAMA;SITLAB;ISCO08R;SPESTUDIOS;OCUPASPISCO08;SPRAMA;SPSITLAB;NBCHLD_TOT;RELIGION;RECUERDO;NIVELEDU;PESODIS;PESO;PESOFIN
3462.0;638.0;36.0;41.0;16/05/2024;14:49:33;16/05/2024;15:17:54;1699.0;"360;800";1.0;41.0;0.0;1.0;1.0;;1.0;1958.0;9.0;;4.0;5.0;1.0;1.0;0.0;1.0;30.0;14:51:13;3.0;1.0;5.0;2.0;5.0;5.0;2.0;2.0;1.0;1.0;1.0;3.0;1.0;1.0;4.0;1.0;1.0;3.0;1.0;2.0;3.0;6.0;1.0;1.0;1.0;4.0;4.0;4.0;4.0;1.0;5.0;5.0;1.0;2.0;1.0;1.0;1.0;3.0;1.0;2.0;2.0;2.0;1.0;3.0;3.0;10.0;2.0;1.0;5.0;6.0;3.0;1.0;167.0;100.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;9.0;9.0;;;15:05:57;3.0;2.0;5.0;5.0;4.0;9.0;1.0;41.0;;;1.0;;1.0;;3.0;;1.0;3.0;;1.0;1.0;1.0;6.0;8.0;2.0;;1.0;3.0;2.0;;;1.0;2.0;;3.0;5211.0;46.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;;1.0;14.0;2.0;;1.0;2.0;5223.0;47.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;8.0;;3.0;0.0;0.0;2.0;0.0;2.0;1.0;8.0;8.0;8.0;9.0;7.0;1.0;1.0;1.0;2.0;2.0;1.0;;;;;;;;;;2.0;;;;;;;;;;1964.0;;;;;;;;;;2.0;2.0;3.0;15:17:26;3.0;2.0;;;3.0;;;;;;;;;;;;;;;;N.P.;16.0;5.0;24.0;4.0;29.0;2.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;65.0;1.5;2.0;;;3.0;5.0;4.0;7.0;12.0;6.0;5.0;4.0;8.0;2.0;2.0;1.0;2.0;0.99977;1.20672;1.41919
3462.0;1805.0;38.0;34.0;N.P.;N.P.;N.P.;N.P.;;N.P.;1.0;23.0;0.0;1.0;1.0;;1.0;1937.0;5.0;;4.0;2.0;;;;;;N.P.;4.0;2.0;4.0;1.0;4.0;4.0;4.0;5.0;3.0;1.0;3.0;3.0;3.0;4.0;3.0;3.0;2.0;4.0;2.0;3.0;2.0;6.0;1.0;1.0;1.0;5.0;5.0;3.0;4.0;1.0;4.0;4.0;3.0;5.0;4.0;3.0;4.0;3.0;1.0;2.0;2.0;2.0;2.0;3.0;2.0;10.0;1.0;1.0;5.0;6.0;4.0;1.0;160.0;67.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;9.0;9.0;;;N.P.;2.0;2.0;1.0;7.0;99.0;4.0;1.0;23.0;;;1.0;;1.0;;2.0;6114.0;1.0;3.0;;1.0;1.0;1.0;2.0;4.0;2.0;;1.0;3.0;2.0;;;2.0;1.0;1.0;9.0;7112.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;;1.0;2.0;3.0;;;;;;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;7.0;;3.0;0.0;0.0;1.0;1.0;2.0;0.0;8.0;5.0;2.0;7.0;7.0;1.0;4.0;1.0;2.0;2.0;1.0;;;;;;;;;;2.0;;;;;;;;;;1941.0;;;;;;;;;;2.0;2.0;4.0;N.P.;3.0;4.0;11.0;99.0;1.0;;;;;;;;2.0;2.0;2.0;2.0;2.0;1.0;2.0;4.0;11/06/2024;11.0;6.0;24.0;2.0;;;1.0;0.0;0.0;0.0;1.0;;;0.0;0.0;1.0;87.0;;2.0;6.0;;1.0;7.0;3.0;7.0;12.0;1.0;;;7.0;2.0;1.0;4.0;1.0;0.99977;1.20672;1.21431
3462.0;397.0;39.0;41.0;14/05/2024;20:42:12;14/05/2024;21:15:29;1995.0;"385;854";1.0;18.0;0.0;1.0;1.0;;1.0;1985.0;12.0;;4.0;5.0;1.0;0.0;0.0;4.0;99.0;20:43:46;2.0;2.0;3.0;2.0;5.0;4.0;5.0;4.0;4.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0;5.0;5.0;2.0;4.0;1.0;3.0;4.0;1.0;3.0;3.0;2.0;3.0;3.0;2.0;4.0;4.0;1.0;3.0;1.0;3.0;2.0;3.0;1.0;3.0;3.0;2.0;1.0;3.0;2.0;10.0;1.0;1.0;1.0;5.0;3.0;2.0;174.0;79.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;2.0;;;20:58:51;1.0;1.0;98.0;99.0;99.0;10.0;1.0;18.0;;;1.0;;1.0;;1.0;7119.0;2.0;1.0;5321.0;3.0;1.0;1.0;12.0;998.0;1.0;98.0;1.0;3.0;1.0;10.0;40.0;1.0;2.0;;1.0;9412.0;84.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;;1.0;12.0;2.0;;1.0;2.0;9999.0;999.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;8.0;;1.0;1.0;1.0;0.0;0.0;2.0;1.0;5.0;7.0;7.0;7.0;3.0;1.0;2.0;1.0;2.0;4.0;1.0;2.0;2.0;;;;;;;;2.0;2.0;1.0;;;;;;;;1987.0;2022.0;2023.0;;;;;;;;10.0;4.0;3.0;21:11:36;3.0;4.0;3.0;99.0;3.0;;;;;;;;;;;;;;;;N.P.;14.0;5.0;24.0;2.0;34.0;4.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;38.0;4.0;2.0;7.0;5.0;6.0;9.0;4.0;8.0;14.0;6.0;99.0;9.0;8.0;2.0;2.0;2.0;3.0;0.99977;1.20672;1.77112
3462.0;493.0;41.0;41.0;15/05/2024;13:58:29;15/05/2024;16:14:23;2102.0;"390;844";1.0;29.0;0.0;1.0;1.0;;1.0;1974.0;9.0;;4.0;5.0;1.0;1.0;0.0;2.0;15.0;14:01:20;4.0;3.0;5.0;5.0;5.0;5.0;5.0;2.0;2.0;5.0;5.0;5.0;8.0;8.0;1.0;3.0;8.0;5.0;2.0;5.0;2.0;5.0;4.0;3.0;2.0;8.0;5.0;8.0;8.0;8.0;4.0;8.0;8.0;4.0;5.0;5.0;4.0;3.0;1.0;1.0;3.0;1.0;8.0;7.0;5.0;98.0;2.0;6.0;1.0;6.0;3.0;2.0;162.0;52.0;1.0;1.0;8.0;2.0;3.0;3.0;1.0;2.0;2.0;;;15:58:32;2.0;2.0;4.0;3.0;10.0;7.0;1.0;29.0;;;1.0;;1.0;;1.0;9999.0;98.0;3.0;;98.0;1.0;1.0;6.0;998.0;2.0;;1.0;3.0;2.0;;;1.0;2.0;;3.0;7115.0;31.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;;3.0;;;;;;;;;;;;;;;;;;;6.0;0.0;0.0;1.0;0.0;8.0;0.0;8.0;2.0;3.0;98.0;98.0;3.0;;1.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97.0;1.0;16:13:25;3.0;1.0;;;3.0;;;;;;;;;;;;;;;;N.P.;15.0;5.0;24.0;3.0;36.0;3.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;49.0;2.25;2.0;99.0;;3.0;7.0;2.0;2.0;16.0;;;;;1.0;1.0;90.0;2.0;0.99977;1.20672;1.27355
3462.0;282.0;42.0;41.0;14/05/2024;11:51:09;14/05/2024;12:11:36;1225.0;"360;780";1.0;4.0;0.0;1.0;1.0;;2.0;1983.0;1.0;;4.0;5.0;1.0;0.0;0.0;3.0;99.0;11:52:08;2.0;2.0;5.0;1.0;4.0;4.0;2.0;3.0;3.0;5.0;4.0;3.0;3.0;3.0;2.0;2.0;3.0;8.0;1.0;8.0;9.0;4.0;2.0;3.0;2.0;3.0;2.0;4.0;3.0;1.0;5.0;5.0;1.0;3.0;3.0;3.0;2.0;2.0;1.0;3.0;3.0;3.0;2.0;3.0;2.0;10.0;5.0;1.0;1.0;4.0;1.0;2.0;164.0;63.0;1.0;1.0;4.0;1.0;1.0;3.0;1.0;2.0;1.0;;;12:01:31;3.0;2.0;0.0;6.0;99.0;10.0;1.0;4.0;;;1.0;;1.0;;2.0;7126.0;3.0;3.0;;3.0;2.0;1.0;6.0;998.0;1.0;98.0;1.0;8.0;1.0;7.0;20.0;1.0;2.0;;3.0;5223.0;47.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;1.0;4.0;1.0;40.0;1.0;2.0;7122.0;43.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;;3.0;0.0;1.0;0.0;1.0;2.0;1.0;7.0;98.0;98.0;98.0;10.0;1.0;2.0;1.0;2.0;4.0;1.0;2.0;2.0;;;;;;;;1.0;2.0;2.0;;;;;;;;1979.0;2006.0;2013.0;;;;;;;;4.0;4.0;3.0;12:11:17;3.0;1.0;;;3.0;;;;;;;;;;;;;;;;N.P.;14.0;5.0;24.0;2.0;21.0;2.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;41.0;3.0;6.0;7.0;;3.0;5.0;4.0;1.0;5.0;5.0;7.0;3.0;1.0;2.0;2.0;2.0;2.0;0.99977;1.20672;1.23384
3462.0;2001.0;47.0;34.0;N.P.;N.P.;N.P.;N.P.;;N.P.;1.0;21.0;0.0;1.0;1.0;;1.0;1995.0;2.0;;4.0;4.0;0.0;0.0;1.0;98.0;98.0;N.P.;8.0;3.0;5.0;8.0;5.0;8.0;5.0;5.0;8.0;1.0;8.0;3.0;3.0;8.0;2.0;2.0;5.0;8.0;8.0;3.0;8.0;6.0;3.0;3.0;1.0;8.0;8.0;3.0;2.0;8.0;4.0;8.0;2.0;3.0;8.0;1.0;2.0;9.0;1.0;3.0;3.0;3.0;2.0;8.0;10.0;10.0;2.0;2.0;6.0;4.0;3.0;2.0;178.0;80.0;8.0;2.0;3.0;1.0;2.0;3.0;1.0;9.0;9.0;;;N.P.;3.0;1.0;77.0;98.0;99.0;98.0;1.0;21.0;;;1.0;;1.0;;1.0;7231.0;98.0;3.0;;98.0;1.0;1.0;7.0;24.0;1.0;11.0;1.0;8.0;1.0;10.0;998.0;1.0;2.0;;3.0;5141.0;96.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;3.0;;;;;;;;;;;;;;;;;;;1.0;;;;;8.0;1.0;5.0;98.0;98.0;98.0;98.0;1.0;97.0;2.0;99.0;3.0;3.0;4.0;;;;;;;;;2.0;1.0;;;;;;;;;1967.0;2002.0;;;;;;;;;77.0;77.0;3.0;N.P.;3.0;2.0;;;3.0;;;;;;;;;;;;;;;5.0;12/06/2024;12.0;6.0;24.0;3.0;;;1.0;0.0;0.0;0.0;1.0;;;0.0;0.0;1.0;29.0;98.0;2.0;7.0;;3.0;5.0;4.0;1.0;5.0;;;;;0.0;2.0;97.0;2.0;0.99977;1.20672;3.39625
3462.0;1754.0;48.0;41.0;15/06/2024;12:56:52;15/06/2024;13:24:53;1678.0;"393;873";1.0;14.0;0.0;1.0;1.0;;2.0;1986.0;6.0;;4.0;5.0;1.0;0.0;0.0;4.0;99.0;12:58:09;2.0;2.0;4.0;2.0;4.0;4.0;4.0;2.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;8.0;3.0;4.0;2.0;3.0;3.0;5.0;3.0;2.0;2.0;3.0;3.0;4.0;4.0;2.0;4.0;4.0;2.0;2.0;2.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;3.0;1.0;1.0;4.0;6.0;3.0;2.0;173.0;65.0;2.0;2.0;3.0;2.0;2.0;3.0;1.0;2.0;1.0;;;13:08:18;1.0;2.0;5.0;5.0;4.0;8.0;1.0;14.0;;;1.0;;1.0;;2.0;6114.0;3.0;2.0;6111.0;3.0;2.0;1.0;14.0;14.0;1.0;17.0;1.0;3.0;1.0;3.0;40.0;1.0;2.0;;3.0;8183.0;10.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;2.0;15.0;1.0;40.0;1.0;2.0;3213.0;47.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;;6.0;0.0;2.0;0.0;0.0;2.0;1.0;6.0;5.0;5.0;7.0;7.0;3.0;;1.0;2.0;5.0;5.0;3.0;3.0;2.0;;;;;;;2.0;1.0;2.0;2.0;;;;;;;1933.0;1962.0;1962.0;2018.0;;;;;;;77.0;77.0;3.0;13:24:14;3.0;1.0;;;3.0;;;;;;;;;;;;;;;;N.P.;15.0;6.0;24.0;6.0;28.0;2.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;38.0;4.0;6.0;6.0;6.0;6.0;8.0;2.0;1.0;8.0;7.0;3.0;4.0;1.0;2.0;2.0;90.0;4.0;0.99977;1.20672;1.22698
3462.0;2006.0;57.0;34.0;N.P.;N.P.;N.P.;N.P.;;N.P.;1.0;23.0;0.0;1.0;1.0;;2.0;1960.0;4.0;;4.0;3.0;;;;;;N.P.;2.0;3.0;4.0;4.0;4.0;2.0;8.0;8.0;8.0;8.0;5.0;4.0;1.0;2.0;4.0;8.0;4.0;8.0;2.0;8.0;8.0;6.0;2.0;1.0;1.0;4.0;3.0;8.0;8.0;2.0;8.0;8.0;3.0;3.0;1.0;1.0;1.0;3.0;1.0;2.0;3.0;3.0;2.0;4.0;4.0;10.0;1.0;2.0;4.0;5.0;3.0;2.0;154.0;83.0;8.0;8.0;8.0;2.0;2.0;3.0;1.0;9.0;9.0;;;N.P.;3.0;2.0;5.0;10.0;99.0;7.0;1.0;23.0;;;1.0;;1.0;;1.0;6114.0;1.0;1.0;6111.0;1.0;2.0;1.0;2.0;998.0;8.0;;1.0;9.0;2.0;;;1.0;2.0;;9.0;9211.0;10.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;;1.0;4.0;1.0;998.0;1.0;2.0;6111.0;1.0;;;;;;;;;1.0;9.0;;3.0;0.0;0.0;2.0;1.0;3.0;1.0;3.0;5.0;5.0;4.0;98.0;1.0;2.0;1.0;2.0;3.0;1.0;2.0;;;;;;;;;1.0;2.0;;;;;;;;;9999.0;2003.0;;;;;;;;;2.0;2.0;3.0;N.P.;3.0;8.0;;;3.0;;;;;;;;;;;;;;;2.0;13/06/2024;13.0;6.0;24.0;4.0;;;1.0;0.0;0.0;0.0;1.0;;;0.0;0.0;1.0;64.0;;2.0;6.0;6.0;1.0;9.0;2.0;2.0;16.0;5.0;6.0;1.0;9.0;3.0;2.0;2.0;1.0;0.99977;1.20672;0.71884
3462.0;1736.0;61.0;41.0;14/06/2024;13:09:14;14/06/2024;14:01:45;3150.0;"1536;864";1.0;41.0;0.0;1.0;1.0;;2.0;1966.0;3.0;;4.0;5.0;0.0;0.0;1.0;98.0;98.0;13:23:28;4.0;3.0;5.0;3.0;5.0;3.0;3.0;3.0;4.0;1.0;2.0;3.0;3.0;2.0;1.0;2.0;3.0;3.0;3.0;4.0;3.0;3.0;3.0;5.0;3.0;3.0;2.0;3.0;4.0;2.0;4.0;4.0;5.0;5.0;4.0;3.0;3.0;3.0;1.0;2.0;2.0;2.0;2.0;4.0;3.0;10.0;1.0;1.0;6.0;5.0;4.0;1.0;170.0;90.0;4.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;2.0;;;13:45:39;3.0;2.0;5.0;6.0;99.0;5.0;1.0;41.0;;;1.0;;1.0;;3.0;;2.0;3.0;;3.0;2.0;1.0;7.0;10.0;2.0;;1.0;1.0;1.0;7.0;30.0;1.0;2.0;;2.0;5322.0;96.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;1.0;10.0;2.0;;1.0;1.0;5222.0;46.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;7.0;;3.0;0.0;0.0;0.0;2.0;2.0;1.0;4.0;5.0;3.0;5.0;8.0;1.0;97.0;2.0;1.0;4.0;1.0;2.0;2.0;;;;;;;;1.0;2.0;2.0;;;;;;;;1958.0;2002.0;2005.0;;;;;;;;4.0;1.0;3.0;14:08:26;3.0;8.0;;;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;;;;;N.P.;14.0;6.0;24.0;5.0;53.0;2.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;58.0;98.0;2.0;;;3.0;5.0;4.0;1.0;5.0;4.0;5.0;4.0;7.0;2.0;2.0;97.0;2.0;0.99977;1.20672;1.78838
3462.0;1762.0;62.0;41.0;15/06/2024;22:41:34;15/06/2024;23:35:59;2653.0;"393;851";1.0;14.0;0.0;1.0;1.0;;2.0;1943.0;9.0;;4.0;1.0;;;;;;22:45:51;4.0;1.0;5.0;2.0;3.0;5.0;3.0;1.0;2.0;1.0;3.0;3.0;4.0;2.0;2.0;2.0;3.0;5.0;1.0;1.0;2.0;4.0;1.0;1.0;1.0;3.0;4.0;4.0;4.0;1.0;5.0;4.0;5.0;3.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;6.0;3.0;1.0;155.0;75.0;1.0;1.0;2.0;1.0;2.0;3.0;1.0;2.0;2.0;;;23:25:37;3.0;1.0;4.0;2.0;6.0;7.0;1.0;14.0;;;1.0;;1.0;;7.0;;;2.0;7531.0;3.0;2.0;1.0;3.0;6.0;2.0;;1.0;3.0;2.0;;;9.0;9.0;;9.0;9999.0;999.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;;3.0;;;;;;;;;;;;;;;;;;;4.0;0.0;0.0;3.0;1.0;4.0;1.0;1.0;6.0;5.0;7.0;7.0;2.0;;2.0;1.0;2.0;2.0;;;;;;;;;;1.0;;;;;;;;;;1970.0;;;;;;;;;;4.0;1.0;4.0;23:35:09;3.0;2.0;;;1.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;;;;;;;;;N.P.;15.0;6.0;24.0;6.0;45.0;5.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;80.0;;2.0;;7.0;2.0;99.0;9.0;7.0;12.0;;;;;4.0;2.0;90.0;1.0;0.99977;1.20672;2.12456
3462.0;1972.0;63.0;34.0;N.P.;N.P.;N.P.;N.P.;;N.P.;1.0;14.0;0.0;1.0;1.0;;2.0;1973.0;11.0;;4.0;5.0;0.0;1.0;0.0;99.0;20.0;N.P.;3.0;2.0;5.0;1.0;5.0;4.0;2.0;4.0;2.0;2.0;3.0;3.0;1.0;4.0;4.0;2.0;4.0;4.0;2.0;4.0;4.0;5.0;1.0;1.0;1.0;4.0;2.0;4.0;3.0;2.0;4.0;4.0;3.0;3.0;1.0;1.0;1.0;3.0;1.0;2.0;2.0;2.0;2.0;3.0;3.0;10.0;4.0;1.0;5.0;6.0;3.0;2.0;173.0;94.0;2.0;2.0;4.0;2.0;2.0;3.0;1.0;2.0;2.0;;;N.P.;3.0;2.0;0.0;6.0;99.0;8.0;1.0;14.0;;;1.0;;1.0;;2.0;5249.0;2.0;3.0;;2.0;2.0;1.0;13.0;12.0;2.0;;1.0;2.0;1.0;7.0;40.0;1.0;2.0;;3.0;5321.0;87.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;1.0;3.0;2.0;;1.0;2.0;6111.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;3.0;0.0;0.0;2.0;0.0;2.0;1.0;5.0;5.0;5.0;5.0;5.0;1.0;2.0;1.0;2.0;4.0;1.0;2.0;2.0;;;;;;;;1.0;1.0;1.0;;;;;;;;1969.0;2000.0;2002.0;;;;;;;;4.0;3.0;3.0;N.P.;3.0;8.0;;;3.0;;;;;;;;;;;;;;;3.0;12/06/2024;12.0;6.0;24.0;3.0;;;1.0;0.0;0.0;0.0;1.0;;;0.0;0.0;1.0;50.0;0.33;2.0;5.0;;6.0;5.0;4.0;1.0;5.0;2.0;6.0;1.0;2.0;2.0;2.0;2.0;4.0;0.99977;1.20672;0.7413
3462.0;1516.0;67.0;41.0;09/06/2024;18:24:33;12/06/2024;16:23:24;3492.0;"1280;720";1.0;41.0;0.0;1.0;1.0;;1.0;7777.0;;5.0;4.0;5.0;0.0;0.0;1.0;98.0;98.0;18:26:05;5.0;4.0;5.0;3.0;5.0;4.0;2.0;2.0;2.0;2.0;3.0;3.0;2.0;5.0;4.0;3.0;3.0;3.0;2.0;4.0;2.0;4.0;4.0;3.0;2.0;3.0;2.0;2.0;2.0;3.0;3.0;3.0;5.0;5.0;3.0;1.0;1.0;3.0;1.0;2.0;2.0;2.0;2.0;3.0;3.0;10.0;1.0;1.0;6.0;6.0;5.0;1.0;200.0;105.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;9.0;;1.0;15:50:44;3.0;3.0;5.0;10.0;8.0;8.0;2.0;;410.0;1989.0;2.0;410.0;2.0;410.0;1.0;2113.0;12.0;3.0;;11.0;1.0;1.0;17.0;22.0;2.0;;3.0;1.0;2.0;;;2.0;1.0;300.0;3.0;1213.0;35.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0;;1.0;16.0;3.0;;;;;;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;8.0;;3.0;0.0;1.0;0.0;1.0;2.0;8.0;8.0;4.0;8.0;8.0;5.0;1.0;97.0;1.0;23.0;4.0;1.0;2.0;2.0;;;;;;;;2.0;2.0;2.0;;;;;;;;1972.0;2005.0;2006.0;;;;;;;;1.0;1.0;2.0;16:22:43;3.0;2.0;;;3.0;;;;;;;;;;;;;;;;N.P.;12.0;6.0;24.0;3.0;59.0;3.0;1.0;0.0;0.0;0.0;1.0;;;0.0;1.0;1.0;77.0;98.0;5.0;2.0;;7.0;1.0;2.0;6.0;15.0;7.0;;;8.0;2.0;3.0;97.0;4.0;0.99977;1.20672;1.02031
3462.0;2005.0;69.0;34.0;N.P.;N.P.;N.P.;N.P.;;N.P.;1.0;14.0;0.0;1.0;1.0;;2.0;1969.0;5.0;;4.0;2.0;;;;;;N.P.;4.0;3.0;4.0;3.0;2.0;3.0;4.0;3.0;4.0;2.0;3.0;3.0;3.0;4.0;2.0;2.0;3.0;3.0;2.0;2.0;3.0;6.0;2.0;2.0;1.0;3.0;3.0;3.0;3.0;2.0;4.0;4.0;3.0;2.0;2.0;2.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;4.0;4.0;4.0;4.0;1.0;4.0;4.0;4.0;1.0;160.0;71.0;2.0;2.0;1.0;1.0;1.0;3.0;1.0;9.0;9.0;;;N.P.;3.0;2.0;4.0;5.0;99.0;6.0;1.0;14.0;;;1.0;;1.0;;1.0;9211.0;1.0;1.0;9211.0;1.0;2.0;1.0;3.0;6.0;1.0;7.0;1.0;2.0;2.0;;;1.0;2.0;;3.0;9129.0;84.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0;;2.0;6.0;2.0;;3.0;1.0;9998.0;41.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;6.0;;1.0;0.0;1.0;0.0;2.0;1.0;1.0;5.0;5.0;4.0;5.0;5.0;1.0;4.0;1.0;2.0;2.0;2.0;;;;;;;;;;2.0;;;;;;;;;;2002.0;;;;;;;;;;1.0;1.0;2.0;N.P.;3.0;2.0;;;2.0;;;;;;;;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;10/06/2024;10.0;6.0;24.0;1.0;;;1.0;0.0;0.0;0.0;1.0;;;0.0;0.0;1.0;55.0;;2.0;9.0;9.0;2.0;9.0;4.0;6.0;15.0;3.0;98.0;3.0;6.0;3.0;2.0;4.0;1.0;0.99977;1.20672;0.71884
